"識別碼","資料集名稱","資料集網址","資料集提供機關名稱","更新頻率","主題分類","數發部資料集服務分類","提供格式","資料集語系","資料說明"
"AEE21D56-9A92-45AF-8534-CBC7C2E5922C","新北市市管河川資訊","https://data.ntpc.gov.tw/datasets/aee21d56-9a92-45af-8534-cbc7c2e5922c","新北市政府水利局/河川計畫科","不更新","水利","公共資訊","JSON、CSV、XML","中文","提供本市19條市管河川之基本資訊(如：地區、河川名稱、治理長度(公里)、河川出口、治理起點、治理終點) 
"
"E86A3F65-CB0E-423F-80AA-B2B69A017799","新北市藍色公路碼頭","https://data.ntpc.gov.tw/datasets/e86a3f65-cb0e-423f-80aa-b2b69a017799","新北市政府水利局/河川計畫科","不更新","水利","交通及通訊","JSON、CSV、XML","中文","新北市所屬藍色公路碼頭位置資訊
"
"3A43D9D0-BC7F-4F8F-9940-080005F6AC8C","新北市列管公廁資訊","https://data.ntpc.gov.tw/datasets/3a43d9d0-bc7f-4f8f-9940-080005f6ac8c","新北市政府環境保護局/環境衛生管理科/環衛二股","不更新","環保","生活安全及品質","JSON、CSV、XML","中文","新北市政府環境保護局建檔管理之列管公廁資料"
"8C2288BA-0B37-4E2E-AF55-BF723BA40EDF","新北市清除及處理機構基本資料(新版)","https://data.ntpc.gov.tw/datasets/8c2288ba-0b37-4e2e-af55-bf723ba40edf","新北市政府環境保護局/事業廢棄物管理科/許可管理股","不更新","環保","公共資訊","JSON、CSV、XML","中文","清除許可：     1.甲級：從事一般廢棄物、一般事業廢棄物及有害事業廢棄物清除業務。     2.乙級：從事一般廢棄物 及一般事業廢棄物清除業務。     3.丙級：從事每月總計九百公噸以下一般廢棄物及一般事業廢棄物清除業務。     處理許可：     1.甲級：從事一般廢棄物、一般事業廢棄物及有害事業廢棄物處理業務。     2.乙級：從事一般廢棄物及一般事業廢棄物處理業務。"
"58AD9706-2FC0-4DD2-A4D3-181540EF7014","新北市巨大廢棄物清運時間流程","https://data.ntpc.gov.tw/datasets/58ad9706-2fc0-4dd2-a4d3-181540ef7014","新北市政府環境保護局/循環資源科/資收二股","不更新","環保","生活安全及品質","JSON、CSV、XML","中文","新北市巨大廢棄物清運時間流程。"
"473CA704-C8E6-4AE2-91B9-855FE8DDF2A2","新北市事業廢棄物再利用者登記資料","https://data.ntpc.gov.tw/datasets/473ca704-c8e6-4ae2-91b9-855fe8ddf2a2","新北市政府環境保護局/事業廢棄物管理科/許可管理股","不更新","環保","生活安全及品質","JSON、CSV、XML","中文","取得目的事業主管機關再利用許可之事業或依中央目的事業主管機關所定再利用管理辦法公告之管理方式收受事業廢棄物進行再利用之事業,並經新北市政府敬保護局核發再利用機構管制編號"
"9ECC2478-82DC-477D-B2B9-050738E928F3","新北市新住民未納保產前檢查","https://data.ntpc.gov.tw/datasets/9ecc2478-82dc-477d-b2b9-050738e928f3","新北市政府衛生局/健康管理科/健康管理科婦幼衛生股","不更新","醫療","生育保健","JSON、CSV、XML","中文","新北市新住民未納保產前檢查。"
"781ED216-BE0D-4A31-A3E3-BC8F6FE2B221","新北市各區衛生所之門診時間及疫苗種類彙整表","https://data.ntpc.gov.tw/datasets/781ed216-be0d-4a31-a3e3-bc8f6fe2b221","新北市政府衛生局/疾病管制科/預防接種股","不更新","醫療","生育保健","JSON、CSV、XML","中文","新北市政府衛生局提供之新北市各區衛生所門診時間及疫苗種類彙整表。"
"61B29F27-219A-4394-9722-AF97A5707598","新北市公共場所AED設置資訊","https://data.ntpc.gov.tw/datasets/61b29f27-219a-4394-9722-af97a5707598","新北市政府衛生局/醫事管理科/緊急救護股","不更新","醫療","生活安全及品質","JSON、CSV、XML、KML","中文","新北市公共場所AED設置資訊名稱地址分類放置地點開放使用時間連絡電話描述"
"CC6AB2FC-951A-4479-992B-38072E6D8BF8","新北市孕婦乙型鏈球菌篩檢","https://data.ntpc.gov.tw/datasets/cc6ab2fc-951a-4479-992b-38072e6d8bf8","新北市政府衛生局/健康管理科/健康管理科婦幼衛生股","不更新","醫療","生育保健","JSON、CSV、XML","中文","新北市孕婦乙型鏈球菌篩檢。"
"8254A8E7-C454-49B7-A600-E25A17A5D130","新北市發展遲緩兒童評估鑑定醫院","https://data.ntpc.gov.tw/datasets/8254a8e7-c454-49b7-a600-e25a17a5d130","新北市政府衛生局/健康管理科/健康管理科婦幼衛生股","不更新","醫療","就醫","JSON、CSV、XML、KML","中文","新北市發展遲緩兒童評估鑑定醫院。"
"112F981A-0F10-4791-8F10-67FBDA1D3A83","新北市加油站清冊","https://data.ntpc.gov.tw/datasets/112f981a-0f10-4791-8f10-67fbda1d3a83","新北市政府經濟發展局/綠色產業科","不更新","經濟","交通及通訊","JSON、CSV、XML、KML","中文","提供本市加油站營業主體、加油站站名、地址等資料。"
"53AC5D2F-A16D-45C2-B103-78AFF1033181","新北好禮","https://data.ntpc.gov.tw/datasets/53ac5d2f-a16d-45c2-b103-78aff1033181","新北市政府經濟發展局/商業發展科","不更新","經濟","休閒旅遊","JSON、CSV、XML","中文","新北好禮業者獲獎名單"
"E6ED4801-BB8E-47C3-8638-C5D6895CAA48","新北市義勇消防總隊接受捐贈","https://data.ntpc.gov.tw/datasets/e6ed4801-bb8e-47c3-8638-c5d6895caa48","新北市政府消防局/民力運用科","不更新","消防","生活安全及品質","JSON、CSV、XML","中文","新北市義勇消防總隊接受捐贈資訊"
"E81BB1D3-883D-40F1-B841-8AC9698D5F0D","新北市滅火器性能檢查及藥劑更換充填作業專業廠商","https://data.ntpc.gov.tw/datasets/e81bb1d3-883d-40f1-b841-8ac9698d5f0d","新北市政府消防局/火災預防科","不更新","消防","生活安全及品質","JSON、CSV、XML","中文","新北市滅火器性能檢查及藥劑更換充填作業專業廠商清冊"
"7718C478-8C01-4570-8B12-643DA2285DEC","新北市原民團體資料","https://data.ntpc.gov.tw/datasets/7718c478-8c01-4570-8b12-643da2285dec","新北市政府原住民族行政局/秘書室","不更新","族群","公共資訊","JSON、CSV、XML","中文","新北市原民團體資料，資料包含原住民族發展協進會、原住民族立案社團、 新北市原住民族各族群同鄉會等團體。<br/>"
"B16D00B6-C1CB-4CEB-A30F-72F2D88FFA83","新北市客家文化園區場地使用管理要點","https://data.ntpc.gov.tw/datasets/b16d00b6-c1cb-4ceb-a30f-72f2d88ffa83","新北市政府客家事務局/秘書室","不更新","資訊","公共資訊","JSON、CSV、XML","中文","新北市客家文化園區場地使用管理要點。"
"53A7C195-E069-4F3A-9A88-86D761D9A768","新北市都市更新處簡易都更","https://data.ntpc.gov.tw/datasets/53a7c195-e069-4f3a-9a88-86d761d9a768","新北市政府城鄉發展局/新北市政府都市更新處/更新發展科","不更新","城鄉","購屋及遷徙","JSON、CSV、XML","中文","說明簡易都更申辦程序及參考資料"
"193B12D8-9DCF-41E9-A93A-AD6266154A9C","新北市身心障礙福利機構","https://data.ntpc.gov.tw/datasets/193b12d8-9dcf-41e9-a93a-ad6266154a9c","新北市政府社會局/身心障礙福利科","不更新","社福","公共資訊","JSON、CSV、XML、KML","中文","新北市政府社會局身心障礙福利機構資料"
"E3C0E87E-DCDB-41FC-9F21-38402DDE2AD9","新北市境內颱風期間可供停車之路段一覽表","https://data.ntpc.gov.tw/datasets/e3c0e87e-dcdb-41fc-9f21-38402dde2ad9","新北市政府交通局/交通安全科/交通安全科第一股","不更新","交通","交通及通訊","JSON、CSV、XML、KML","中文","新北市境內颱風期間可供停車之路段一覽表。"
"E5A6CF13-D00F-4680-ACE4-826BFC3F4506","新北市境內計程車客運服務業經營派遣業務業者相關資訊","https://data.ntpc.gov.tw/datasets/e5a6cf13-d00f-4680-ace4-826bfc3f4506","新北市政府交通局/運輸管理科/運輸管理科第二股","不更新","交通","交通及通訊","JSON、CSV、XML","中文","本資料內含新北市境內計程車客運服務業經營派遣業務業者名稱與叫車電話"
"E49C2335-9938-4A9B-8425-188A39E1368C","新北市通用（無障礙）計程車營運數據","https://data.ntpc.gov.tw/datasets/e49c2335-9938-4a9b-8425-188a39e1368c","新北市政府交通局/運輸管理科/運輸管理科第四股","不更新","交通","交通及通訊","JSON、CSV、XML","中文","新北市通用（無障礙）計程車車輛數與營運數據"
"BFCAACF8-C9C1-4D9A-8561-AC232819E001","新北市管區域排水資訊","https://data.ntpc.gov.tw/datasets/bfcaacf8-c9c1-4d9a-8561-ac232819e001","新北市政府水利局/河川計畫科","不更新","水利","生活安全及品質","JSON、CSV、XML","中文","區域排水：是指容納兩種類型以上之較大型排水，是屬於地區性排水，最後再匯入河川。
"
"27032374-4E06-4372-97C0-B7F3E9AD0F03","新北市抽水站參訪資訊","https://data.ntpc.gov.tw/datasets/27032374-4e06-4372-97c0-b7f3e9ad0f03","新北市政府水利局/抽水站管理科","不更新","水利","公共資訊","JSON、CSV、XML","中文","本府水利局開放轄內四處抽水站供民眾參訪，讓市民完整了解抽水站的防洪、防災功能。"
"B3E2C8A4-62CE-41B1-9FDD-61F70CEF7721","新北市政府辦理演藝活動補助作業要點","https://data.ntpc.gov.tw/datasets/b3e2c8a4-62ce-41b1-9fdd-61f70cef7721","新北市政府文化局/藝術展演科/表演藝術股","不更新","文化","休閒旅遊","JSON、CSV、XML","中文","新北市政府文化局為鼓勵優秀團體及個人辦理各項演藝活動，以提升新北市文化水準，特訂定本要點。"
"38061B5C-165E-48BF-BAEC-158DBD5B2C52","新北市轄內橋梁基本資料","https://data.ntpc.gov.tw/datasets/38061b5c-165e-48bf-baec-158dbd5b2c52","新北市政府工務局/新北市政府養護工程處/橋隧維護科","不更新","工務","交通及通訊","JSON、CSV、XML","中文","新北市轄內所有橋梁的基本屬性資料(橋梁長度單位為公尺)。"
"7FB9F0C8-2690-41EB-85C8-8696293F4B92","各年度瓶頸打通案件","https://data.ntpc.gov.tw/datasets/7fb9f0c8-2690-41eb-85c8-8696293f4b92","新北市政府工務局/新北市政府新建工程處/秘書室","不更新","工務","公共資訊","JSON、CSV、XML","中文","各年度瓶頸打通案件對照"
"EE952BFD-B2B8-4AF4-A305-B27C46AE11C6","民間自行興闢道路及附屬設施「興闢計畫書」標準作業流程","https://data.ntpc.gov.tw/datasets/ee952bfd-b2b8-4af4-a305-b27c46ae11c6","新北市政府工務局/新北市政府新建工程處/秘書室","不更新","工務","公共資訊","JSON、CSV、XML","中文","民間自行興闢道路及附屬設施「興闢計畫書」標準作業流程。"
"F80DCAA7-C7DC-45CD-91AC-E54113E3C74F","新北市失智症相關資源轉介窗口","https://data.ntpc.gov.tw/datasets/f80dcaa7-c7dc-45cd-91ac-e54113e3c74f","新北市政府衛生局/衛生企劃科/綜合規劃股","不更新","社福","就醫","JSON、CSV、XML","中文","失智症資源介紹"
"B9926585-FE02-4BD9-8887-A8BF0B686185","新北市社區安寧服務單位","https://data.ntpc.gov.tw/datasets/b9926585-fe02-4bd9-8887-a8bf0b686185","新北市政府衛生局/衛生企劃科/綜合規劃股","不更新","社福","老年安養","JSON、CSV、XML","中文","新北市社區安寧相關服務單位"
"8D44BFAB-002C-4403-A283-D77C752AA1C3","新北市河濱公園園區設施","https://data.ntpc.gov.tw/datasets/8d44bfab-002c-4403-a283-d77c752aa1c3","新北市政府水利局/新北市政府高灘地工程管理處/養護工程科","不更新","水利","休閒旅遊","JSON、CSV、XML","中文","新北市河濱公園及園區設施分布"
"8F29E30A-02B4-460B-B2E1-C1814163BBDE","新北市教會資料","https://data.ntpc.gov.tw/datasets/8f29e30a-02b4-460b-b2e1-c1814163bbde","新北市政府民政局/宗教禮俗科","每月","民政","公共資訊","JSON、CSV、XML、KML","中文","新北市設立登記教會基本資料"
"5A6FDA8D-C383-42DE-A309-67DF68D85495","新北市動產擔保登記清冊","https://data.ntpc.gov.tw/datasets/5a6fda8d-c383-42de-a309-67df68d85495","新北市政府經濟發展局/工商登記科","每月","經濟","開創事業","JSON、CSV、XML","中文","新北市動產擔保登記清冊。"
"958B83F7-0C70-437A-B62A-6916BE48CDE0","113年度新北市總決算歲入歲出簡明比較分析表","https://data.ntpc.gov.tw/datasets/958b83f7-0c70-437a-b62a-6916be48cde0","新北市政府主計處/會計決算科","不更新","財稅","公共資訊","JSON、CSV、XML","中文"," 1.113年度新北市總決算歲入歲出簡明比較分析表2.單位：新臺幣元 3.各項欄位說明詳參""新北市政府主計處網頁->總決算->113年度新北市總決算""( https://www.bas.ntpc.gov.tw/home.jsp?id=2d77083c299dfb04)或電洽主計處查詢。"
"3405C89E-87D6-48BE-9BC4-6E9B59BEDD30","新北市政府長照特約單位","https://data.ntpc.gov.tw/datasets/3405c89e-87d6-48be-9bc4-6e9b59bedd30","新北市政府衛生局/高齡長期照顧處/綜合企劃科","每季","社福","老年安養","JSON、CSV、XML","中文","新北市政府長照特約單位。"
"F64AD4DA-ED61-4BF1-8A3B-D657DBFEE5ED","新北市居家式、社區式長照機構設立家數","https://data.ntpc.gov.tw/datasets/f64ad4da-ed61-4bf1-8a3b-d657dbfee5ed","新北市政府衛生局/高齡長期照顧處/綜合企劃科","每季","社福","老年安養","JSON、CSV、XML","中文","新北市居家式、社區式長照機構設立家數。"
"12CD30FA-E7F4-4D8C-9860-E8909B74FBC0","醫療輔具補助","https://data.ntpc.gov.tw/datasets/12cd30fa-e7f4-4d8c-9860-e8909b74fbc0","新北市政府衛生局/高齡及長期照顧科/長照發展股","每年","社福","生活安全及品質","JSON、CSV、XML、KML","中文","依據身心障礙者醫療復健所需醫療費用及醫療輔具補助辦法提供服務。"
"CA171D91-B049-48E9-B60E-D5EBB82613C5","新北市失智症門診資訊","https://data.ntpc.gov.tw/datasets/ca171d91-b049-48e9-b60e-d5ebb82613c5","新北市政府衛生局/高齡及長期照顧科/長照發展股","每年","醫療","就醫","JSON、CSV、XML","中文","新北市失智症門診資訊。"
"3C61017B-F42B-45F3-B0C3-30449DD7D7F7","新北市日照中心","https://data.ntpc.gov.tw/datasets/3c61017b-f42b-45f3-b0c3-30449dd7d7f7","新北市政府衛生局/高齡及長期照顧科","每年","社福","老年安養","JSON、CSV、XML","中文","新北市政府衛生局提供的新北市日照中心一覽表"
"A0323809-1C7B-42F3-8DEA-2B14F40118F7","新北市長期照顧服務-機構喘息服務","https://data.ntpc.gov.tw/datasets/a0323809-1c7b-42f3-8dea-2b14f40118f7","新北市政府衛生局/高齡及長期照顧科/長照發展股","每年","社福","老年安養","JSON、CSV、XML","中文","新北市長期照顧服務-機構喘息服務。"
"446DD264-C1D5-4F2B-97E7-856F171660A1","新北市安寧核心醫院","https://data.ntpc.gov.tw/datasets/446dd264-c1d5-4f2b-97e7-856f171660a1","新北市政府衛生局/高齡及長期照顧科/長照發展股","每年","社福","老年安養","JSON、CSV、XML","中文","新北市安寧核心醫院。"
"C9FE0056-EFB0-448D-9E2B-CC79F5330050","新北市環保旅宿","https://data.ntpc.gov.tw/datasets/c9fe0056-efb0-448d-9e2b-cc79f5330050","新北市政府環境保護局/綜合規劃科/教育宣導股","每季","環保","休閒旅遊","JSON、CSV、XML、KML","中文","新北市環保旅宿。"
"E90D14F8-5995-4EBB-AF19-8F8FD7D396C8","新北市環保餐廳","https://data.ntpc.gov.tw/datasets/e90d14f8-5995-4ebb-af19-8f8fd7d396c8","新北市政府環境保護局/綜合規劃科/教育宣導股","每季","環保","休閒旅遊","JSON、CSV、XML、KML","中文","新北市環保餐廳。"
